Protein.Group	Protein.Names	Genes	First.Protein.Description	/ip-proteomics/ms-convert-output/2ul_CG_1.mzML	/ip-proteomics/ms-convert-output/2ul_CG_2.mzML	/ip-proteomics/ms-convert-output/2ul_CG_3.mzML	/ip-proteomics/ms-convert-output/2ul_CG_4.mzML	/ip-proteomics/ms-convert-output/2ul_CG_5.mzML	/ip-proteomics/ms-convert-output/2ul_CG_6.mzML	/ip-proteomics/ms-convert-output/2ul_CG_7.mzML	/ip-proteomics/ms-convert-output/2ul_CG_8.mzML	/ip-proteomics/ms-convert-output/2ul_CG_9.mzML	/ip-proteomics/ms-convert-output/2ul_CG_10.mzML
P31324	KAP3_MOUSE	Prkar2b	cAMP-dependent protein kinase type II-beta regulatory subunit	47351.1	36004.5	43788.9	40076.1	33358.6	37646.4	37643.5	38015.6	42096.5	39859
P31648	SC6A1_MOUSE	Slc6a1	Sodium- and chloride-dependent GABA transporter 1	574.029	2598.32	1002.73	1325.22	1424.49	678.544	991.846	892.113	855.682	809.483
P31650	S6A11_MOUSE	Slc6a11	Sodium- and chloride-dependent GABA transporter 3	1873.45		3112.25					3985.61	3931.86	4579.81
P31938	MP2K1_MOUSE	Map2k1	Dual specificity mitogen-activated protein kinase kinase 1	3507.21	5633.74	2951.24	3763.42	4445.81		3476.56	3353.56	2405.74	3489.95
P32067	LA_MOUSE	Ssb	Lupus La protein homolog	2378.05		4472.43	4910.44	7810.12	4473.52	5863.7	3175.26	3683.41	6237.28
P32233	DRG1_MOUSE	Drg1	Developmentally-regulated GTP-binding protein 1	1561.72					3631.64				
P32261	ANT3_MOUSE	Serpinc1	Antithrombin-III				3295.2		3690.12	839.931	1397.94		1873.45
P32883	RASK_MOUSE	Kras	GTPase KRas	6971.32	16762.9	6564.26	6830.59	8121.5	7221.04	5831.67	6911.32	5391.85	5583.39
P33173	KIF1A_MOUSE	Kif1a	Kinesin-like protein KIF1A	5818.97	7226.84	5062.44	4750.74	4589.99	4980.51	5254.67	5242.49	5372.3	6579.97
P33175	KIF5A_MOUSE	Kif5a	Kinesin heavy chain isoform 5A	2915.8									
P34152	FAK1_MOUSE	Ptk2	Focal adhesion kinase 1	783.597						1614.65	943.186		
P34884	MIF_MOUSE	Mif	Macrophage migration inhibitory factor	934.032	22513.2						4501.42	1780.19	
P35278	RAB5C_MOUSE	Rab5c	Ras-related protein Rab-5C	3866.04	10562.7	4206.19	5761.07	4694.38	7480.22	7533.2	9048.1	4496.29	
P35279	RAB6A_MOUSE	Rab6a	Ras-related protein Rab-6A	7591.72	19673.1	5374.23	7493.66	6549.32	6742.81	8263.3	10467.9	6389.36	7554.72
P35282	RAB21_MOUSE	Rab21	Ras-related protein Rab-21	1032.75		1077.41				2207.54	1200.1	1433.63	
P35283	RAB12_MOUSE	Rab12	Ras-related protein Rab-12	766.884									
P35293	RAB18_MOUSE	Rab18	Ras-related protein Rab-18	4586.76	9519.25	5548.47		5804	5174.82	7451.95	7165.06	4243.57	3266.97
P35436	NMDE1_MOUSE	Grin2a	Glutamate receptor ionotropic, NMDA 2A	119063	91804.2	112685	107825	103617	108914	107784	115391	113594	107318
P35438	NMDZ1_MOUSE	Grin1	Glutamate receptor ionotropic, NMDA 1	421182	294423	431661	396464	397605	382344	418039	411357	424028	404124
P35441	TSP1_MOUSE	Thbs1	Thrombospondin-1				49884		51496		37038.5		45456.6
P35486	ODPA_MOUSE	Pdha1	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	34815.3	35473.6	37573.3	34064.2	36338.5	40321.2	36509.2	40369.2	35777.8	32586
P35492	HUTH_MOUSE	Hal	Histidine ammonia-lyase		25647.8		9160.29			41437.1	26073.8	4472.69	9664.46
P35550	FBRL_MOUSE	Fbl	rRNA 2'-O-methyltransferase fibrillarin	10863.3	32469.3	24106.8	20187.2	30495.4	20210.6	17001.1	13008.6	14020	11964.7
P35564	CALX_MOUSE	Canx	Calnexin	4395.46	12747.2	4429.42	5454.09	6279.77	6372.36	5065.53	5255.3	4436.44	5498.98
P35569	IRS1_MOUSE	Irs1	Insulin receptor substrate 1	686.686		634.998					1002.99	506.359	
P35585	AP1M1_MOUSE	Ap1m1	AP-1 complex subunit mu-1	1538.67						6125.02	3104.65		
P35700	PRDX1_MOUSE	Prdx1	Peroxiredoxin-1	42964.1	63764.4	42133.5	45033.1	38807.1	40935.3	66605	60862.3	38930.8	38426
P35762	CD81_MOUSE	Cd81	CD81 antigen	1477.66									
P35802	GPM6A_MOUSE	Gpm6a	Neuronal membrane glycoprotein M6-a	16672.5	39393.1	21641.8	16076	22366.7	24660.5	23508.7	20650.6	23585.4	17191.9
P35803	GPM6B_MOUSE	Gpm6b	Neuronal membrane glycoprotein M6-b	2078.55	8146.21					3821.17	2283.58	3478.21	2972.07
P35822	PTPRK_MOUSE	Ptprk	Receptor-type tyrosine-protein phosphatase kappa	702.865									
P35846	FOLR1_MOUSE	Folr1	Folate receptor alpha	694.479		1410.83							
P35922	FMR1_MOUSE	Fmr1	Fragile X messenger ribonucleoprotein 1	26838.6	16585.9	9536.92	10171.8	10994.3	10445.7	10683.2	9627.17	9635.27	10336.6
P35951	LDLR_MOUSE	Ldlr	Low-density lipoprotein receptor	1173.88									
P35979	RL12_MOUSE	Rpl12	Large ribosomal subunit protein uL11	225941	127348	180838	168148	173204	175125	162323	174588	171125	177513
P35980	RL18_MOUSE	Rpl18	Large ribosomal subunit protein eL18	82993.2	20348.1	35227	27623.5	35416.9	27133.2	32522.6	35864.5	36342.1	33230.1
P36536;Q9CQC9	SAR1A_MOUSE;SAR1B_MOUSE	Sar1a;Sar1b	GTP-binding protein SAR1a	3007.7		4023.89					5744.53		
P36916	GNL1_MOUSE	Gnl1	Guanine nucleotide-binding protein-like 1	1119.58								1659.27	
P37040	NCPR_MOUSE	Por	NADPH--cytochrome P450 reductase	530.967							2712.61	999.431	
P38647	GRP75_MOUSE	Hspa9	Stress-70 protein, mitochondrial	15435	65818.1	29421.6	22994.6	40256.4	25930.7	39871	21546.1	26872.8	24277.2
P39038	CADH4_MOUSE	Cdh4	Cadherin-4	4277	3824.35	5579.63	4317.94	5379.76	3468.33	5554.92	3265.47	4407.47	3460.13
P39053	DYN1_MOUSE	Dnm1	Dynamin-1	37902	37517.8	40537.9	39418	43301.6	43523.8	40224.6	38846.8	40277	40013.4
P39054	DYN2_MOUSE	Dnm2	Dynamin-2	1568.94	2044.16	1646.66	1644.62	2503.59	2184.92	2144.54	1759.44		1496.95
P39087	GRIK2_MOUSE	Grik2	Glutamate receptor ionotropic, kainate 2	3910.62		4577.92	5684.79		3926		1760.51	4609.18	3857.76
P39447	ZO1_MOUSE	Tjp1	Tight junction protein ZO-1	103591	97782.9	99800	97316.3	103884	102400	99304	102622	100875	94631.4
P39688	FYN_MOUSE	Fyn	Tyrosine-protein kinase Fyn	51946.2	46536.1	49170.7	45686.7	50433.2	48468.8	47437.5	47050.5	51676.9	50226.7
P39876	TIMP3_MOUSE	Timp3	Metalloproteinase inhibitor 3	19799									
P40124	CAP1_MOUSE	Cap1	Adenylyl cyclase-associated protein 1	12555.3	46468.4	11956.8	15607.3	14203.8	14266.4	13776.3	15017.9	11209.8	14646.7
P40142	TKT_MOUSE	Tkt	Transketolase	678.471	2676.93					1700.41	1699.52	994.804	881.155
P40336	VP26A_MOUSE	Vps26a	Vacuolar protein sorting-associated protein 26A	1230.78									
P40630	TFAM_MOUSE	Tfam	Transcription factor A, mitochondrial	47949.4	25746.9	33866.9	20600.1	51179	19308.2	48033.5	19807.3	32697.5	18329.3
P41105	RL28_MOUSE	Rpl28	Large ribosomal subunit protein eL28	71479.3	20480.6	32267.9	35206.8	37092.1	29491.6	37659.5	36297	36889.4	46326.5
P41234	ABCA2_MOUSE	Abca2	ATP-binding cassette sub-family A member 2	2893.2									
P41241	CSK_MOUSE	Csk	Tyrosine-protein kinase CSK	1343.94		2441.84	3220.7	3269.25			2220.42		
P42208	SEPT2_MOUSE	Septin2	Septin-2	4893.18	4819.24	5289.83	4598.49	4842.78	5726.73	4242.03	4695.62	3705.58	4059.45
P42567	EPS15_MOUSE	Eps15	Epidermal growth factor receptor substrate 15	5001.45	5199.74	4795.7	4483.35	5958.37	6177.36	5893.3	4300.16	4272.63	4271.63
P42669	PURA_MOUSE	Pura	Transcriptional activator protein Pur-alpha	136564	49049.9	87028.8	77899.5	80652	76145.5	79305.9	80299.2	84783.5	86439.4
P42859	HD_MOUSE	Htt	Huntingtin	751.291								2017.49	
P42932	TCPQ_MOUSE	Cct8	T-complex protein 1 subunit theta	9074.69	16251	8934.47	9672.47	9693.47	11546.1	8270.83	9958.81	7235.69	7513.9
P43006	EAA2_MOUSE	Slc1a2	Excitatory amino acid transporter 2	19414.2	60293.9	23435.6	21335.8	28897.8	23927.4	28529	22273.2	19948	19173.2
P43274	H14_MOUSE	H1-4	Histone H1.4	152741	804527	741491	594595	1.07769e+06	501091	318478	196161	346792	285921
P43275	H11_MOUSE	H1-1	Histone H1.1	6550.3	31547.5	28534	21368.7	38372.6	19906.2	10932.4	7872.8	10787.5	10871.5
P43276	H15_MOUSE	H1-5	Histone H1.5	39534	182630	203708	171431	307490	141644	81533.4	56844.6	90929.1	69698.3
P43277	H13_MOUSE	H1-3	Histone H1.3	20953	103755	53268.5	72818	140879	68622	42939.1	25994.5	42383.6	33372.1
P43407	SDC2_MOUSE	Sdc2	Syndecan-2	1294.56								1773.72	
P45376	ALDR_MOUSE	Akr1b1	Aldo-keto reductase family 1 member B1	668.147						1784.53			
P45591	COF2_MOUSE	Cfl2	Cofilin-2	3623.98		4734.87	8834.52	4951.38	7250.92	5232.88	7115.54	5374.15	9845.85
P46061	RAGP1_MOUSE	Rangap1	Ran GTPase-activating protein 1	2960.99	8466.32	8869.36	7184.05	13297	7495.82	7158.71	3369.7	5113.83	5496.86
P46096	SYT1_MOUSE	Syt1	Synaptotagmin-1	29268.1	163768	51930.1	136217	100749	52918.2	70961.7	49807.7	43865.7	54711.3
P46097	SYT2_MOUSE	Syt2	Synaptotagmin-2	1040.62		1364.25					1756.53	1623.82	
P46460	NSF_MOUSE	Nsf	Vesicle-fusing ATPase	41547	55634.8	42775.7	39045.2	41382.2	45198.7	45608.3	44042.6	42131.6	42728
P46471	PRS7_MOUSE	Psmc2	26S proteasome regulatory subunit 7	8350.89	9573.59	8640.19	8144.49	8947.63	11044.8	8810.49	9996.74	8492.46	8999.58
P46638;P62492	RB11A_MOUSE;RB11B_MOUSE	Rab11a;Rab11b	Ras-related protein Rab-11B	5369.82	28432.2	6448.97	3739.76	8423.73	6927.79	9592.24	20034.4	5143.39	4692.04
P46660	AINX_MOUSE	Ina	Alpha-internexin	439044	352070	555259	575218	587893	642567	569492	598273	674781	713117
P46662	MERL_MOUSE	Nf2	Merlin	6064.81		7159.54	7325.15	8198.27	8153.04	9684.79	9135.77	7055.67	6744.33
P46735	MYO1B_MOUSE	Myo1b	Unconventional myosin-Ib	24030	27428.7	32013.5	28451.7	26783	27452.6	30149.7	30410.7	32425.6	31316.3
P47708	RP3A_MOUSE	Rph3a	Rabphilin-3A	2840.41	5271.49	2946.81	3031.67	3589.93	2875.53	2755.29	2196.25	2852.49	3371.22
P47740	AL3A2_MOUSE	Aldh3a2	Aldehyde dehydrogenase family 3 member A2	875.052								1085.65	1862.36
P47743	GRM8_MOUSE	Grm8	Metabotropic glutamate receptor 8	678.405							1007.87	544.762	
P47753	CAZA1_MOUSE	Capza1	F-actin-capping protein subunit alpha-1	33184.5	29939.2	30200.4	28474.3	31496.4	31302.6	32637.3	31760.3	31890.9	33236.3
P47754	CAZA2_MOUSE	Capza2	F-actin-capping protein subunit alpha-2	255133	223920	268664	272432	236764	269383	262540	292457	298624	305583
P47757	CAPZB_MOUSE	Capzb	F-actin-capping protein subunit beta	227505	174015	228972	222104	193401	220122	231398	240733	247403	249647
P47758	SRPRB_MOUSE	Srprb	Signal recognition particle receptor subunit beta					4365.31	1762.27				
P47856	GFPT1_MOUSE	Gfpt1	Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1	508.97									
P47857	PFKAM_MOUSE	Pfkm	ATP-dependent 6-phosphofructokinase, muscle type	31591.2	39600.4	31703.5	36655.7	36362.3	34942.1	33127.9	33942.5	31820	33111
P47911	RL6_MOUSE	Rpl6	Large ribosomal subunit protein eL6	169585	82236.2	141674	126472	141298	130896	141982	136599	142606	132906
P47915	RL29_MOUSE	Rpl29	Large ribosomal subunit protein eL29	20923.3	10596	10519.7	9414.95	9814.33	9155.21	9894.05	11894.3	11119.6	10317.9
P47941	CRKL_MOUSE	Crkl	Crk-like protein	944.805							1249.65	794.423	
P47955	RLA1_MOUSE	Rplp1	Large ribosomal subunit protein P1	5149.4		2744.69	3400.44	4058.51	3100.76	2620.57		3290.63	3542.31
P47962	RL5_MOUSE	Rpl5	Large ribosomal subunit protein uL18	28556.2	17368.7	20931.5	18500.1	21850.8	21753.7	18862.7	22887.9	18533.5	20465.4
P47963	RL13_MOUSE	Rpl13	Large ribosomal subunit protein eL13	203112	81595.6	120680	120976	125868	88901.6	139944	147233	155369	142715
P47964	RL36_MOUSE	Rpl36	Large ribosomal subunit protein eL36	81040.4	26014.7	51276.7	48005.7	42092.4	36047.1	51589	56870.9	53747.3	53626.4
P48193	EPB41_MOUSE	Epb41	Protein 4.1	13653.7	42714.1	16873.9	24596.9	26440.9	23356.1	18975.9	20887.9	19492.5	20267.6
P48318	DCE1_MOUSE	Gad1	Glutamate decarboxylase 1	1771.04		2162.52	3169.36				2288.95		
P48437	PROX1_MOUSE	Prox1	Prospero homeobox protein 1	631.127		3029.75	2700.18	4331.18	2990.23	983.665	1122.15	1440.07	1670.74
P48453	PP2BB_MOUSE	Ppp3cb	Serine/threonine-protein phosphatase 2B catalytic subunit beta isoform	5723.73	9567.75	5878.72	6982.8	8742.51	7137.83	6228.7	6600.02	4873.67	5938.6
P48678	LMNA_MOUSE	Lmna	Prelamin-A/C	7237.43	48423.9	35064.9	31334.3	48038.8	25952.7	39764.5	38522.8	17880.2	16437.7
P48722	HS74L_MOUSE	Hspa4l	Heat shock 70 kDa protein 4L	10343.9		14040.6	12804.3	10719.3	16730.5	14960.7	12876.6	11554.4	16469.6
P48725	PCNT_MOUSE	Pcnt	Pericentrin	1933.72		4010.07		6409.24	5302.27	5765.8		5497.67	5105.77
P48758	CBR1_MOUSE	Cbr1	Carbonyl reductase [NADPH] 1	3386.76	15115.3			5382.92		6795.94	8487.7	2597.75	5038.54
P48759	PTX3_MOUSE	Ptx3	Pentraxin-related protein PTX3	2254.99									
P48774	GSTM5_MOUSE	Gstm5	Glutathione S-transferase Mu 5	1690.3		1957.69			3098.57	3653.74	2002.88		
P48962	ADT1_MOUSE	Slc25a4	ADP/ATP translocase 1	339620	486155	358920	358959	403134	350819	381018	300874	314447	324040
P49025	CTRO_MOUSE	Cit	Citron Rho-interacting kinase	20167.7	21125.3	20431	20308.6	17131.5	18177.5	18381.9	18277.3	20360.1	20882.6
P49312	ROA1_MOUSE	Hnrnpa1	Heterogeneous nuclear ribonucleoprotein A1	11752.5	23599.5	24066.2	20280.7	39175.4	20091.2	14632	11752.8	12055.8	10369.6
P49446	PTPRE_MOUSE	Ptpre	Receptor-type tyrosine-protein phosphatase epsilon	676.124									
P49615	CDK5_MOUSE	Cdk5	Cyclin-dependent kinase 5	7564.51	11319.9	5564.49	5130.98	5564.72	6309.42	5588.53	4531.47	6036.57	4665.33
P49722	PSA2_MOUSE	Psma2	Proteasome subunit alpha type-2	2895.87	9501.37	3538.34	3508.95	4107.16	3213.63	5001.57	3386.77	3350.36	2652.92
P49813	TMOD1_MOUSE	Tmod1	Tropomodulin-1	264725	251424	296622	293736	265610	283000	296815	303841	333282	315666
P49962	SRP09_MOUSE	Srp9	Signal recognition particle 9 kDa protein	1138.26									
P50247	SAHH_MOUSE	Ahcy	Adenosylhomocysteinase	367.686	4002.09						3242.81		
P50396	GDIA_MOUSE	Gdi1	Rab GDP dissociation inhibitor alpha	10783.3	81243.1	14723.2	15324.8		13601.7	35909.3	30273.1	15428.8	27415.9
P50429	ARSB_MOUSE	Arsb	Arylsulfatase B	843.855		949.335							
P50446	K2C6A_MOUSE	Krt6a	Keratin, type II cytoskeletal 6A	74788	207975	9957.44	57905.7	17678.7	33317.2	205658	438315	21192.1	87788.9
P50516	VATA_MOUSE	Atp6v1a	V-type proton ATPase catalytic subunit A	65425.5	57389.3	52825.4	49019.7	52509.3	53672.6	50352.1	56918.3	49677.5	46427.5
P50518	VATE1_MOUSE	Atp6v1e1	V-type proton ATPase subunit E 1	50311	41760.2	34808.6	31953.9	37016.9	37108.4	32919.3	41309.1	34692.4	32203.4
P50571	GBRB1_MOUSE	Gabrb1	Gamma-aminobutyric acid receptor subunit beta-1	7387.26		7372.22	8516.33	8348.59	7501.48	6100.03	8455.47	5822.27	9130.05
P50586	TUB_MOUSE	Tub	Tubby protein	4390.01		5755.41	8323.21	7856.24	5629.07	7538.24	5420.36	4320.41	
P51141	DVL1_MOUSE	Dvl1	Segment polarity protein dishevelled homolog DVL-1	553.336									
P51150	RAB7A_MOUSE	Rab7a	Ras-related protein Rab-7a	1221.29	17968.1	4028.22		5846.21	6956.15	7210.62	8584.96	2714.9	
P51410	RL9_MOUSE	Rpl9	Large ribosomal subunit protein uL6	75889.8	51466.1	64312.1	62320.3	58351.9	63249.3	63038.2	63440	58344.3	54946.9
P51655	GPC4_MOUSE	Gpc4	Glypican-4	35876.5	31753.4	35772.4	37060.2	35712.1	38975.7	35760.3	35370	37754.7	37954.2
P51660	DHB4_MOUSE	Hsd17b4	Peroxisomal multifunctional enzyme type 2	1518.33	14279.5						5379.65		
P51807	DYLT1_MOUSE	Dynlt1	Dynein light chain Tctex-type 1	1157.99	4660.05	2103.23			2048.97	5192.96	2193.64	2449.38	2712.71
P51830	ADCY9_MOUSE	Adcy9	Adenylate cyclase type 9	1249.9								1236.5	
P51863	VA0D1_MOUSE	Atp6v0d1	V-type proton ATPase subunit d 1	58960.3	48780.5	43473.9	43729.2	49370.2	41242.6	39421.8	47157.7	37289.5	39584.3
P51880	FABP7_MOUSE	Fabp7	Fatty acid-binding protein, brain	4694.24	12168.1	4312.73	4263.59	5506.39				4125.79	
P51881	ADT2_MOUSE	Slc25a5	ADP/ATP translocase 2	197226	233416	195413	191726	215021	190657	212045	154984	170885	169881
P51906	EAA3_MOUSE	Slc1a1	Excitatory amino acid transporter 3	2777.54		3877.78		7865.1		8027.05		5299.85	4543.34
P51954	NEK1_MOUSE	Nek1	Serine/threonine-protein kinase Nek1	937.808							1486.9		
P52189	KCNJ4_MOUSE	Kcnj4	Inward rectifier potassium channel 4	13649.1	14082	15696.4	13968.2	15598.2	12038.9	13355	11267.5	13379.6	13206.4
P52332	JAK1_MOUSE	Jak1	Tyrosine-protein kinase JAK1	639.356		2128.54							
P52430	PON1_MOUSE	Pon1	Serum paraoxonase/arylesterase 1	225.027			2593.5		3572.46		2260.57		3436.37
P52479	UBP10_MOUSE	Usp10	Ubiquitin carboxyl-terminal hydrolase 10	4037.77	3232.44		3624.46	3527.42	3263.97	3023.42	3095.6		3160.83
P52480	KPYM_MOUSE	Pkm	Pyruvate kinase PKM	8311.41	49541.7	9475.19	15548.2	11359.1	18322.5	30797.1	34093.4	9591.21	14525.3
P52503	NDUS6_MOUSE	Ndufs6	NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial	4344.84		3741.08	3726.12		5603.25	4734.61	5468.96	2889.68	7196.81
P52623;Q99PM9	UCK1_MOUSE;UCK2_MOUSE	Uck1;Uck2	Uridine-cytidine kinase 1	1398.98		1415.15	1359.23	2601.16		1736.56	900.244	1375.85	1496.17
P52801	EFNA2_MOUSE	Efna2	Ephrin-A2	1137.46		1271.13						1310.81	
P53026	RL10A_MOUSE	Rpl10a	Large ribosomal subunit protein uL1	142204	86078.5	114502	102177	114579	109073	113143	114124	119050	114149
P53351	PLK2_MOUSE	Plk2	Serine/threonine-protein kinase PLK2	1084.27									
P53395	ODB2_MOUSE	Dbt	Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial	912.126		1748.1	5996.76		6055.35		3569.69	822.825	4192.53
P53986	MOT1_MOUSE	Slc16a1	Monocarboxylate transporter 1	928.964		1366.61		2367.71	2012.83			1010.04	
P53995	APC1_MOUSE	Anapc1	Anaphase-promoting complex subunit 1	319.983									
P54071	IDHP_MOUSE	Idh2	Isocitrate dehydrogenase [NADP], mitochondrial					30456.4		20512.4	9982.54	9512.38	
P54099	DPOG1_MOUSE	Polg	DNA polymerase subunit gamma-1	3665.76									
P54285	CACB3_MOUSE	Cacnb3	Voltage-dependent L-type calcium channel subunit beta-3	4752.54		4930.68	8722.08	8384.99	5867.28	6141.6	5367.68	7226.23	6609.64
P54775	PRS6B_MOUSE	Psmc4	26S proteasome regulatory subunit 6B	10569.4	10933.7	9492.03	11695.8	12295.1	11334.8	10267.3	9824.8	9899.23	10506.5
P54818	GALC_MOUSE	Galc	Galactocerebrosidase	70260.2	60032.7	68388.8	58562.7	69324.7	63900.9	61229.5	64958.1	68408.7	58017.7
P54823	DDX6_MOUSE	Ddx6	Probable ATP-dependent RNA helicase DDX6	13117.1	9606	6507.95	8656.82	7008.54	7857.47	7637.76	7814.81	7778.05	7201.5
P55012	S12A2_MOUSE	Slc12a2	Solute carrier family 12 member 2	4594.91	8614.91	5395.52	5328.91	5225.66	6447.12	5199.52	5146.74	5690.25	6024.02
P55066	NCAN_MOUSE	Ncan	Neurocan core protein	72263	46183.8	57213.7	54347.2	49977.7	51898.6	56251	59079.7	59726.9	62657.9
P55088	AQP4_MOUSE	Aqp4	Aquaporin-4	21596.8	10672.3	352618	6238.02	758837	6096.05	582698	5086.84	256763	4678.48
P55096	ABCD3_MOUSE	Abcd3	ATP-binding cassette sub-family D member 3	21906.5	32623.8	25926.4	23271.4	28118.2	27538.9	21485.4	22681.4	23834.9	22164
P55144	TYRO3_MOUSE	Tyro3	Tyrosine-protein kinase receptor TYRO3	490.555								851.318	
P55288	CAD11_MOUSE	Cdh11	Cadherin-11	9979.26	14139.3	8755.59	10489.2	9562.4	9962.74	9226.27	9792.7	8217.14	8483.23
P55821	STMN2_MOUSE	Stmn2	Stathmin-2	437.258		562.459							812.601
P56135	ATPK_MOUSE	Atp5mf	ATP synthase subunit f, mitochondrial	28706.8	73798.8	46997.2	46187.9	53350	42340.7	53336	38954.2	36247.6	42127.5
P56379	ATP68_MOUSE	Atp5mpl	ATP synthase subunit ATP5MPL, mitochondrial	21223.3	123542	44468.6	38275.8	58586.2	34929	45378.1	31676.7	27897.9	39720.4
P56387	DYLT3_MOUSE	Dynlt3	Dynein light chain Tctex-type 3	3341.41		3373.23				4636.65			4129.44
P56391	CX6B1_MOUSE	Cox6b1	Cytochrome c oxidase subunit 6B1	1585.22		1794.31	2341.14	1868.94	2464.85	2580.19	2160.04	1859.65	1663.52
P56395	CYB5_MOUSE	Cyb5a	Cytochrome b5								19315.4		
P56399	UBP5_MOUSE	Usp5	Ubiquitin carboxyl-terminal hydrolase 5	3694.79		6442.75				3828.51	6469.62	2819.66	
P56480	ATPB_MOUSE	Atp5f1b	ATP synthase subunit beta, mitochondrial	40136	86908.3	44820	39925	45055.6	55292.3	56560.5	54611.4	43387	41534.8
P56564	EAA1_MOUSE	Slc1a3	Excitatory amino acid transporter 1	9410.61	16104.7	9851.21	13742.9	13455.4	14136.4	12171.7	11911.5	10143.3	14373
P56695	WFS1_MOUSE	Wfs1	Wolframin	5365.53	6694.05	6631.47	7811.86	6924.17	7180.9	7474.01	7158.1	6512.43	7737.32
P56942	MCH_MOUSE	Pmch	Pro-MCH	659.268		4572.55		12626.6		9884.2		4989.77	
P56959	FUS_MOUSE	Fus	RNA-binding protein FUS	3157.91	10487.8	7202.39	8014.68	9359.54	4733.49	7190.96	5672.65	5731.49	5159.81
P57746	VATD_MOUSE	Atp6v1d	V-type proton ATPase subunit D	16144.4	18617.4	11940.6	11420.2	12973	14365.8	11295.4	12259.8	10627.8	12490.9
P57776	EF1D_MOUSE	Eef1d	Elongation factor 1-delta	17448.7		8017.67	11243.1	13186.1	11334.9	10720.2	11751.7	7308.31	7343.18
P57780	ACTN4_MOUSE	Actn4	Alpha-actinin-4	169689	134218	174981	171916	159319	166515	183922	205794	210044	194340
P57784	RU2A_MOUSE	Snrpa1	U2 small nuclear ribonucleoprotein A'	6066.93	18036.9	17597.4	18103.5	22990	13177.8	14160.8	9132.11	8523.93	8188.44
P58059	RT21_MOUSE	Mrps21	Small ribosomal subunit protein bS21m	4595.94	9255.25	3404.77	4508.84	3431.54	4428.19	4675.8	4981.15	4752.69	4424.69
P58064	RT06_MOUSE	Mrps6	Small ribosomal subunit protein bS6m	8912.01	12868.5	7992.9	7781.51	7987.39	7945.42	10584.9	8002.15	9354.97	9023.36
P58069	RASA2_MOUSE	Rasa2	Ras GTPase-activating protein 2	1265.81		733.2		1716.85			1116.1	1098.65	1252.64
P58242	ASM3B_MOUSE	Smpdl3b	Acid sphingomyelinase-like phosphodiesterase 3b	2818.72									
P58252	EF2_MOUSE	Eef2	Elongation factor 2	13413.5	37968.5	12388.5	18619.6	17054.2	13913.5	25877.2	30582.1	9368.33	11049.1
P58281	OPA1_MOUSE	Opa1	Dynamin-like 120 kDa protein, mitochondrial	3566.08	6492.12	3826.9	6011.71	4675.4	5659.96	5013.01	4544.53	3923.78	4873.24
P58389	PTPA_MOUSE	Ptpa	Serine/threonine-protein phosphatase 2A activator	785.316	2036.04	1073.1		2515.12			757.562	1151.76	
P58390	KCNN2_MOUSE	Kcnn2	Small conductance calcium-activated potassium channel protein 2	6979.49		6328.51	6440.5	7788.11	6614.98	5935.54	5848.45	5888.94	6333.96
P58404	STRN4_MOUSE	Strn4	Striatin-4	17911.9	26720.8	19898.7	23284.7	18621.5	22377.4	20817.7	21725.6	20649.8	21115.2
P58544	BTBD1_MOUSE	Btbd1	BTB/POZ domain-containing protein 1	5816.23									
P58771	TPM1_MOUSE	Tpm1	Tropomyosin alpha-1 chain	39091.4	35828.6	45082.4	44090.9	41540.4	38874.9	39027.7	45931.2	44231.3	55278.6
P58854	GCP3_MOUSE	Tubgcp3	Gamma-tubulin complex component 3	1913.83		2099.31	4113.54		4974		4406.46	1862.22	4155.5
P58871	TB182_MOUSE	Tnks1bp1	182 kDa tankyrase-1-binding protein	5633.97	10215.7	7938.61	11109.8	8701.31	8195.87	7940.82	7637.28	8349.64	6787.69
P59240	NPHP4_MOUSE	Nphp4	Nephrocystin-4	1371.17									
P59281	RHG39_MOUSE	Arhgap39	Rho GTPase-activating protein 39	96430.4	69162.9	77155.7	77711.9	77101.4	76229.8	80593.4	76562.3	77504.1	77269.7
P59672	ANS1A_MOUSE	Anks1a	Ankyrin repeat and SAM domain-containing protein 1A	2420.57		3691.95		6346.65		4755.37	3392.8	4751.4	
P59708	SF3B6_MOUSE	Sf3b6	Splicing factor 3B subunit 6	1503.22		4059.11	3585.37	5484.15			2052.36		
P59759	MRTFB_MOUSE	Mrtfb	Myocardin-related transcription factor B	3280.83									
P59764	DOCK4_MOUSE	Dock4	Dedicator of cytokinesis protein 4	43427.5	41130.2	38354.5	40329.2	41505.1	40270.7	35148.4	37769.5	32121.6	34726
P59823	IRPL1_MOUSE	Il1rapl1	Interleukin-1 receptor accessory protein-like 1	1921.58				5064.92					
P59999	ARPC4_MOUSE	Arpc4	Actin-related protein 2/3 complex subunit 4	164077	138806	211224	193393	188113	197217	222670	231117	254350	237180
P60041	SMS_MOUSE	Sst	Somatostatin	1394.59		1085.29							1226.38
